Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
RENN,Renren Inc.,2.45,168549857,n/a,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/renn
RSG,"Republic Services, Inc.",70.14,23000959839,n/a,1998,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/rsg
RMD,ResMed Inc.,109.12,15575609734,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rmd
REN           ,Resolute Energy Corporation,33.91,785558381.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ren
RFP,Resolute Forest Products Inc.,11.25,1017573188,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/rfp
QSR,Restaurant Brands International Inc.,63.48,15833704866,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/qsr
RPAI,"Retail Properties of America, Inc.",12.83,2816039867,n/a,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpai
RVI,Retail Value Inc.,36,0,n/a,2018,Finance,Real Estate,https://www.nasdaq.com/symbol/rvi
REVG,"REV Group, Inc.",15.91,1024297653,n/a,2017,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/revg
REV,"Revlon, Inc.",17.35,916063482.8,n/a,1996,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/rev
REX,REX American Resources Corporation,73.67,473973920.5,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",31.1,2521475729,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",24.35,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rexr^a
REXR^B,"Rexford Industrial Realty, Inc.",24.75,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rexr^b
RXN,Rexnord Corporation,28.99,3024541572,n/a,2012,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rxn
RXN^A,Rexnord Corporation,62.12,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rxn^a
RH,RH,143.2,3098030328,n/a,2012,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/rh
RMP,Rice Midstream Partners LP,17.97,2355089456,n/a,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/rmp
RNG,"Ringcentral, Inc.",78.65,6190707058,n/a,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,54,94291475382,n/a,2002,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,33.39,3598050605,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,1.65,1760229723,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/rad
RMPL^,RiverNorth Marketplace Lending Corporation,25.48,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rmpl^
RIV,"RiverNorth Opportunities Fund, Inc.",20.93,111360220.8,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/riv
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",17.52,192961548.2,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/opp
RLI,RLI Corp.,67.89,3006922507,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,22.47,3936814915,n/a,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rlj
RLJ^A,RLJ Lodging Trust,26.39,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rlj^a
RRTS,"Roadrunner Transportation Systems, Inc",2.77,106665027.1,n/a,2010,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/rrts
RHI,Robert Half International Inc.,67.5,8340473475,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/rhi
ROK,"Rockwell Automation, Inc.",171.07,21483039712,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rok
COL,"Rockwell Collins, Inc.",137.86,22640823623,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/col
RCI,"Rogers Communication, Inc.",50.05,20202956924,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/rci
ROG,Rogers Corporation,117.38,2155822091,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rog
ROL,"Rollins, Inc.",55.24,12052701750,n/a,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",283.45,29240798373,n/a,1992,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rop
RST,Rosetta Stone,16.8,379861675.2,n/a,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rst
RDC,Rowan Companies plc,16.37,2077305871,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rdc
RY,Royal Bank Of Canada,77.1,1.11181E+11,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ry
RY^T,Royal Bank Of Canada,31.0411,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ry^t
RBS,Royal Bank Scotland plc (The),6.6,39691871030,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/rbs
RBS^S,Royal Bank Scotland plc (The),25.85,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rbs^s
RCL,Royal Caribbean Cruises Ltd.,107.87,22841125914,n/a,1993,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rds.b
RGT,"Royce Global Value Trust, Inc.",10.54,109778547.9,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",10.3,395614677.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",15.73,1341214203,n/a,1986,n/a,n/a,https://www.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",15.13,3260042551,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,60.81,8132096490,n/a,n/a,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/rpm
RSPP,"RSP Permian, Inc.",47.33,7545519461,n/a,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rspp
RTEC,"Rudolph Technologies, Inc.",29.85,949411607.4,n/a,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtec
RYB,"RYB Education, Inc.",21.18,618748305.2,n/a,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ryb
R,"Ryder System, Inc.",74.69,3965657932,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,12.1,451280898.2,n/a,2014,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",83.77,4295750982,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,210.65,52936345000,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,45.9,669191935.5,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",3.54,359470928.4,n/a,2008,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sb
SB^C,"Safe Bulkers, Inc",24.2,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",24.04,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",12.75,262150518.8,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/sfe
SAFE,"Safety, Income & Growth Inc.",19.03,346155700,n/a,2017,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/safe
SAIL,"SailPoint Technologies Holdings, Inc.",27.6,2406764905,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sail
CRM,Salesforce.com Inc,147.61,1.09661E+11,n/a,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,10.16,180060081.8,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",16.37,1998665471,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,5.93,276390160.3,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,5.04,429268936.3,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sn
SD,"SandRidge Energy, Inc.",17.51,619930676.3,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,1.97,55160000,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,1.96,97461000,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,2.7,141750000,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/per
SNY,Sanofi,41.93,1.03918E+11,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sny
SC,Santander Consumer USA Holdings Inc.,19.62,7083051908,n/a,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/sc
SOV^C.CL,"Santander Holdings USA, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sov^c.cl
SAP,SAP SE,119.91,1.43101E+11,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,25.86,0,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/sab
SAR,Saratoga Investment Corp,24.45,154131504.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,38.07,23941387973,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",54.89,1213069000,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^c
BFS^D,"Saul Centers, Inc.",23.35,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^d
SCG,Scana Corporation,39.06,5571055227,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/scg
SLB,Schlumberger N.V.,68.08,94299869277,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",27.49,4883127679,n/a,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",43.68,1343337996,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,85.34,3622251521,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,7.05,535596783.8,n/a,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,25.5417,0,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sltb
SBBC,Scorpio Tankers Inc.,25.6073,0,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbbc
SBNA,Scorpio Tankers Inc.,24.66,0,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbna
STNG,Scorpio Tankers Inc.,2.62,868870579,n/a,2010,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),85.09,4711075752,n/a,1992,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/smg
KMM,Scudder Multi-Market Income Trust,8.8508,198198283.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kmm
KTF,Scudder Municiple Income Trust,11.01,434416351.3,n/a,1988,n/a,n/a,https://www.nasdaq.com/symbol/ktf
KST,Scudder Strategic Income Trust,12.362,53877354.05,n/a,1994,n/a,n/a,https://www.nasdaq.com/symbol/kst
KSM,Scudder Strategic Municiple Income Trust,10.87,121736771.5,n/a,1989,n/a,n/a,https://www.nasdaq.com/symbol/ksm
SE,Sea Limited,15.91,5329312449,n/a,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/se
SA,"Seabridge Gold, Inc.",11.35,674443309.3,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",53.59,973974456,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,23.11,462665782.1,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,21.83,41118857.02,n/a,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,3.85,353513160,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,42.77,6892767778,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,9.59,1304233699,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,25.42,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,25.8,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,25.87,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,25.22,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^h
SSWA,Seaspan Corporation,24.68,0,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswa
SSWN,Seaspan Corporation,25.27,0,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswn
SEAS,"SeaWorld Entertainment, Inc.",21.82,1931844872,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,11.7627,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,11.7,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbr
WTTR,"Select Energy Services, Inc.",15.44,1645700995,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,18.9,2533767434,n/a,2009,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sem
SGZA,"Selective Insurance Group, Inc.",25.35,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,24.3,1920412743,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,6.24,6232230133,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,116.51,31673900500,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,102.67,0,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre^a
SEND,"SendGrid, Inc.",26.09,1154684541,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/send
ST,Sensata Technologies Holding plc,50.85,8724459845,n/a,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,71.11,3010546595,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,2,188906896,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,43.2,2410509067,n/a,2015,Finance,Real Estate,https://www.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,23.7499,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srg^a
SCI,Service Corporation International,37.46,6868061295,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",61.78,8365477636,n/a,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",191.06,33755630965,n/a,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now
SHAK,"Shake Shack, Inc.",64.34,2371110696,n/a,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,20.92,10076908546,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",22.89,5123051667,n/a,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),418.39,39138580821,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,39.56,18759335662,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,14.65,1796195802,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,166.18,15559380887,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",51.16,1783730133,n/a,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,2.27,1236382245,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,58.14,3442071781,n/a,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/sig
SBOW,"SilverBow Resorces, Inc.",30.68,357502903.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbow
SPG,"Simon Property Group, Inc.",171.69,53172031421,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",71.5033,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",64.74,2998693743,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",61.15,6618761955,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi
SITE,"SiteOne Landscape Supply, Inc.",86.1,3461093347,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,69.52,5807989378,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six
SJW,SJW Group,66.22,1363766863,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",23.83,15158705237,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",31.29,5005241144,n/a,1999,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,32.58,1829147150,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sky
SLG,SL Green Realty Corporation,102.97,9104892730,n/a,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corporation,25.79,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slg^i
SM,SM Energy Company,26.42,2950770963,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm
SFS,Smart,5.75,427952219.8,n/a,2014,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfs
SMAR,Smartsheet Inc.,25,2563843000,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/smar
SNN,"Smith & Nephew SNATS, Inc.",36.01,15746256473,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,60.23,10307890851,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos
SNAP,Snap Inc.,13.36,16966941791,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,165.26,9352926388,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna
IPOA,Social Capital Hedosophia Holdings Corp.,10,200676990,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ipoa
IPOA.U,Social Capital Hedosophia Holdings Corp.,n/a,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.u
IPOA.WS,Social Capital Hedosophia Holdings Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.ws
SQM,Sociedad Quimica y Minera S.A.,48.57,12783455171,n/a,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm
SOGO,Sogou Inc.,10.78,4281452843,n/a,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",14.4,680698152,n/a,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi
SAH,"Sonic Automotive, Inc.",20.1,857688949.2,n/a,1997,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,54.06,5382380267,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,53.31,67459809309,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,56.35,2919756147,n/a,1988,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid
SOR,"Source Capital, Inc.",40.4007,348033001.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",33.65,2877167840,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji
SJIU,"South Jersey Industries, Inc.",54.61,0,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sjiu
SXE,"Southcross Energy Partners, L.P.",1.55,123740850.9,n/a,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sxe
SCE^G,Southern California Edison Company,24.58,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,27.53,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,25.9,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,26.26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,23.77,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^l
SO,Southern Company (The),47.96,48517516775,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),26.24,0,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),25.135,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),24.7,0,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojc
SCCO,Southern Copper Corporation,45.09,34855853667,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,53.09,30781753375,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",79.72,3854905084,n/a,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,5.38,3157017173,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn
SPA,Sparton Corporation,16.58,163059707.3,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/spa
SPE,Special Opportunities Fund Inc.,14.99,127543164.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.72,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe^b
SEP,"Spectra Energy Partners, LP",35.68,17300711714,n/a,2007,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sep
SPB           ,"Spectrum Brands Holdings, Inc.",82.95,4592325928,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spb
TRK,"Speedway Motorsports, Inc.",17.89,732863492.2,n/a,1995,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/trk
SR,Spire Inc.,72.1,3652518803,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sr
SPR,"Spirit Aerosystems Holdings, Inc.",86.55,9848146796,n/a,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/spr
SAVE,"Spirit Airlines, Inc.",41.02,2799642278,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save
SMTA,Spirit MTA REIT,11.12,476503231.2,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/smta
SRC,"Spirit Realty Capital, Inc.",8.21,3518387035,n/a,2013,Consumer Services,Building operators,https://www.nasdaq.com/symbol/src
SRC^A,"Spirit Realty Capital, Inc.",23.85,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/src^a
SPOT,Spotify Technology S.A.,187.21,33344504776,n/a,2018,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/spot
SRLP,Sprague Resources LP,25.05,569318464.2,n/a,2013,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,5.66,22709660331,n/a,2013,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,36.61,1573203968,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",43.72,1859013136,n/a,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",66.97,26834539462,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq
